Document_ID,Design_Input,Risk_Assessment,Last_Reviewed,Compliance_Score,Critical_Issues,Composite_Compliance_Score
209939,"The 866173 lntelliVue G7m Anesthesia Gas Modules could have a component issue that may trigger an interruption of the gas measurement. This issue concerns the G7m's sample gas pump which could stop working, producing a technical, INOP (inoperable) alarm. The pump may fail prematurely when there is friction caused by an abrasion. This recall is for an IMPORTANT PRODUCT NOTICE dated 1/18/23.",Medium,2023-01-18,54.37,0,44.622
29366,"Component spring or nut may loosen, detach, and fall into chest of patient during surgical procedure.",Low,2003-09-18,48.69,0,50.214
34967,"A customer complaint received indicated that a Protg stent, PN SERB65-09-30-120 was found in a pouch that was not properly sealed.  The Protg GPS Stent System is 'double barrier' packaged and consists of a sealed inner tray in a sealed pouch.  The pouch seal ensures sterility of the external surface of the inner tray.  The inner tray seal containing the device was not affected.",Low,2004-09-01,69.37,0,62.622
41876,Device has incorrect notation associated with therapeutic drug monitoring assays.,Low,2005-02-28,99.14,0,80.484
48465,"A component of the device is a Dell laptop computer, which contains batteries that are under recall because they can overheat and cause a fire.",Low,2006-09-08,54.52,0,53.712
54520,Sterility of device may be compromised due to breach in sterile barrier.,Low,2007-07-18,80.33,0,69.19800000000001
71818,"Some of the labels are glossy, resulting in the bar code being difficult to read by the bar code reader.",Low,2008-06-11,85.7,0,72.42
82497,"The cup associated with these lots of product may have a pin-sized hole in the floor of the cup.  As a result, there is a potential  for affected lots of cups to leak urine after an extended period of time.",Low,2009-04-27,54.26,0,53.556
94054,"Users may inadvertently leave a test plug in the inspiratory flow sensor after completing Low P Leak Check on the SCGO (Switched Common Gas Outlet) configuration of Avance, Amingo, and Aisys anesthesia machines that may impact patient safety.
If the test plug remains in place and therapy is initiated, the machine will not provide gas to the patient. This would inhibit mechanical or manual ventila",Low,2010-08-30,83.69,0,71.214
101895,Two of the Implant Driver Assembly tips were reported to break during surgery.,Low,2011-06-07,62.07,0,58.242
113109,The wrong electrical connector pin was attached to the cord during assembly by the manufacturer.  this electrical connector is too big to fit into the port on the foot activated generator.  this makes the device unusable.,Low,2012-09-06,77.94,0,67.764
121287,"During final testing of the Draeger Fabius GS Premium, Fabius OS, and Fabius Tiro anesthesia machines, some units did not pass the high voltage test and the minimum clearance between an electrical component and the unit housing was not maintained for some from a specific batch.",Low,2013-08-14,78.01,0,67.80600000000001
130205,"A failure of a specific component may prevent the ventilators from operating on AC power or transitioning back to AC power when operating on battery.  Additionally, if a battery is not present or is depleted the ventilators will not operate.  This failure will cause the loss of ventilator support, which may result in hypercarbia or hypoxemia.",Low,2014-09-17,72.15,1,63.28999999999999
148982,"A reagent stability issue (still under investigation) causes less separation in the calibration curve, which affects results across the entire range.  For controls, maximum bias of +/- 35% for low levels, +/- 33% for mid-range levels, and +/- 47% for high levels is observed.  Bias in patient samples ranges from -15.7% to +5.2% with an average bias of -5.6% when comparing the QMS everolimus assay to an everolimus LC-MS reference method.  Patient samples across the measuring range  sub-therapeutic, therapeutic, and supra-therapeutic  could be affected.",Low,2016-08-15,45.42,0,48.251999999999995
157858,FDA determined that a 510(k) is needed for the Vault Mapping software (also known as Lens Fitting).,Low,2017-07-27,90.12,0,75.072
167116,Endologix is notifying physicians of patient tailored surveillance recommendations as well as general warnings/precautions for interventions to or through an existing AFX device.  This is a follow-up notification to the one that was sent out in December 2016.  The updates are related to the observation of Type III endoleaks.,Low,2018-07-31,59.25,0,56.55
176406,Potential for leaking product,Medium,2018-09-21,51.19,0,42.714
183102,The device staples may not properly form upon application preventing adequate hemostasis.  Use of a product with this assembly error may result in incomplete staple formation.,Medium,2020-08-12,42.45,0,37.47
189118,There is a potential for false positive results.,Low,2021-09-02,75.45,0,66.27000000000001
196024,"Drill Pin (drill bit) is not compatible with the Drill Template included in the kit due to a packaging error,  result in a surgical delay and may cause soft tissue damage if a larger incision is required to accommodate an alternative form of fixation. Additionally, there is a potential for adverse tissue reaction if the surgeon attempts to use the guide regardless of tight fit and plastic debris is created and ends up in the wound",Medium,2022-08-30,80.65,0,60.39
202938,"Ortho Clinical Diagnostics (QuidelOrtho) confirmed certain Proboscis/Piston Assemblies manufactured between 07-Apr-2022 (Date code: 040722) and 19-Dec-2022 (Date code: 121922) may not perform as intended due to an out-of-specification barrel component. This may cause VITROS VersaTips and/or VITROS MicroTips to be improperly seated on the proboscis, which may result in falsely elevated Gentamicin and Valproic Acid assay results as well as an increased frequency of condition codes resulting in delayed patient results. The issue was identified by internal testing when reported instruments failed to pass release testing and were traced to the molded Proboscis part J56639 with date codes from 040722 onward.",Medium,2023-08-09,41.0,0,36.599999999999994
209940,The bulk product used in the recalling firm's repackaged finished product was recalled due to bacterial contamination.,Medium,2024-08-23,70.73,1,53.438
29022,possible movement of table tilt and table longitudinal,Low,2003-08-08,53.59,0,53.154
35052,Inadequate trocar tip assembly that might yeild parts to patients.,Low,2004-09-17,78.71,0,68.226
41904,"Synchron LX Systems Operating Software Version 4.5/v4.6 CBD (Chemistry Database) introduced an adjustment to the urine Uric Acid database calculation scheme which for some patients, depending on the volume of 24 hour urine sample, results may be reduced from above the upper limit of the laboratory's reference interval to below the limit.",Low,2005-09-06,50.46,0,51.275999999999996
48342,Tibial punches were not manufactured to specification and could break at the tip during use.,Low,2006-08-29,81.46,0,69.876
54604,"Angled Insert Impactor may scratch Tibial Insert on the articulating surface, causing increased wear at the damaged site.",Low,2007-08-09,63.2,0,58.92
71819,"Some of the labels are glossy, resulting in the bar code being difficult to read by the bar code reader.",Low,2008-06-11,96.2,0,78.72
82498,"The cup associated with these lots of product may have a pin-sized hole in the floor of the cup.  As a result, there is a potential  for affected lots of cups to leak urine after an extended period of time.",Low,2009-04-27,48.25,0,49.95
94055,"Users may inadvertently leave a test plug in the inspiratory flow sensor after completing Low P Leak Check on the SCGO (Switched Common Gas Outlet) configuration of Avance, Amingo, and Aisys anesthesia machines that may impact patient safety.
If the test plug remains in place and therapy is initiated, the machine will not provide gas to the patient. This would inhibit mechanical or manual ventila",Low,2010-08-30,60.46,0,57.275999999999996
104075,Hospira has received reports of continuous recycling and/or rebooting of Plum A+ infusion pumps when the backlight intensity and/or display contrast settings for the LED display has been adjusted from the original default setting.  This condition could cause a delay in therapy if the clinician is unable to start the device due to the continuous recycling and/or rebooting.,Low,2011-09-16,46.81,0,49.086
112429,"Accuro has received reports of some Apex Pumps either failing to operate or malfunctioning, at times without notifying the user of such failure or malfunction on the unit's display screen.",Low,2012-08-31,95.48,1,77.28800000000001
122228,"GE Healthcare has recently become aware of a potential safety issue involving the Avance, Avance CS2, and Aisys anesthesia devices.

While operating in Pressure Control Ventilation  Volume Guarantee (PCV-VG) mode, the affected products may produce an over delivery tidal volume when given a unique sequence of user inputs and a collapsed bellows (partially filled circuit).

Exposure to excessiv",Low,2013-09-16,92.64,0,76.584
129485,"Two (2) failures of the spring link components within the articulated arm assembly. The spring links broke during normal assembly process for the articulated arm during first cycle of the arm, prior to the 14lb tube head (full load) being installed onto the assembled articulated arm.",Low,2014-08-12,55.48,1,53.288
149530,"The infant performance test did not meet the test specification for the Infant Head Uniformity test with High Resolution.  As a result, when the user performs High Resolution head scans, the reconstructed images may exhibit degraded image quality manifested as non-uniformity of the image, CT number shift greater than 5 Hounsfield units, and reduction in gray/white matter differentiation.  The issue is most sever in the High Resolution mode, and the factory reference pediatric scan protocols are set to High Resolution default.  Adults head scans have a factory reference protocol that defaults to standard resolution which doesn't experience the issue.",Low,2016-08-24,79.6,0,68.75999999999999
157859,FDA determined that a 510(k) is needed for the Vault Mapping software (also known as Lens Fitting).,Low,2017-07-27,89.03,0,74.418
167117,Endologix is notifying physicians of patient tailored surveillance recommendations as well as general warnings/precautions for interventions to or through an existing AFX device.  This is a follow-up notification to the one that was sent out in December 2016.  The updates are related to the observation of Type III endoleaks.,Low,2018-07-31,73.31,0,64.98599999999999
173770,Device vented gas below the stated pressure.,Low,2019-06-14,71.78,0,64.068
183103,The device staples may not properly form upon application preventing adequate hemostasis.  Use of a product with this assembly error may result in incomplete staple formation.,Medium,2020-08-12,54.51,0,44.705999999999996
189108,"Ultrasound gels and lotions manufactured by Eco-Med Pharmaceutical, Inc. may contain bacterial contamination. On August 18, 2021, FDA published a Letter to Health Care Providers to further address this issue: https://www.fda.gov/medical-devices/letters-health-care-providers/stop-using-all-eco-med-ultrasound-gels-and-lotions-due-risk-bacterial-contamination-letter-health.",Medium,2021-09-07,45.59,1,38.354
195981,Potential for leakage at the catheter hub.,Medium,2022-09-01,93.83,0,68.298
202571,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,Medium,2023-07-27,94.03,0,68.418
209749,"Sample preparation system with software may cause: 1) Multidispense feature enabled with 2-tube assay: Specimen volume dispensed into tube1 at least 3% higher than volume in tube2, or 2) Absolute counts calculated using Trucount Tubes: increased volume in tube1 may result in 20% higher absolute counts in tube 1 than tube 2; could result in additional blood collection, delayed results/patient therapy.",Medium,2024-08-12,77.99,0,58.794
29740,Mislabeled.  7mm balloon labeled 12mm,Low,2003-09-18,60.34,0,57.204
35097,Several complaints of pumps exhibiting A47 alarms were received.  Investigation revealed the alarms occurred when the pump attempted to display text that exceeded the maximum display length of the pump screen. The investigation revealed this only occurs when the pump is programmed to display information in Spanish.,Low,2004-09-14,60.95,0,57.57
41910,Software deficiency causing potential shift in absorbance readings for test results.,Low,2005-09-14,83.56,0,71.136
48343,Tibial punches were not manufactured to specification and could break at the tip during use.,Low,2006-08-29,93.83,0,77.298
55286,"Angled Insert Impactor may scratch Tibial Insert on the articulating surface, causing increased wear at the damaged site.",Low,2007-08-09,93.23,0,76.938
71820,"Some of the labels are glossy, resulting in the bar code being difficult to read by the bar code reader.",Low,2008-06-11,86.79,0,73.07400000000001
82499,"The cup associated with these lots of product may have a pin-sized hole in the floor of the cup.  As a result, there is a potential  for affected lots of cups to leak urine after an extended period of time.",Low,2009-04-27,78.52,0,68.112
94057,"Users may inadvertently leave a test plug in the inspiratory flow sensor after completing Low P Leak Check on the SCGO (Switched Common Gas Outlet) configuration of Avance, Amingo, and Aisys anesthesia machines that may impact patient safety.
If the test plug remains in place and therapy is initiated, the machine will not provide gas to the patient. This would inhibit mechanical or manual ventila",Low,2010-08-30,45.05,0,48.03
104076,Hospira has received reports of continuous recycling and/or rebooting of Plum A+ infusion pumps when the backlight intensity and/or display contrast settings for the LED display has been adjusted from the original default setting.  This condition could cause a delay in therapy if the clinician is unable to start the device due to the continuous recycling and/or rebooting.,Low,2011-09-16,49.7,0,50.82
112660,The 8 Fr. Bardex All-Silicone Foley Catheter with 3cc balloon had an incorrect inflation volume (10 ml instead of 5 ml) printed on the valve cap.,Low,2012-09-07,93.91,0,77.346
121843,"GE Healthcare has recently become aware of a potential safety issue involving unresponsive buttons on the display of the Engstrm ventilator and the Aespire View, Aisys, and Avance anesthesia machines.

As a result of a manufacturing issue, the buttons on the left, right, and bottom keypads may not always detect button presses. This may result in the inability to access certain menu functions wh",Low,2013-08-28,76.39,0,66.834
130227,GE Healthcare has become aware of a potential safety issue involving missing screws used for mounting the overhead Video Monitor to the tray assembly on a single monitor suspension. This issue affects the Precision 500D X-ray imaging systems.,Low,2014-09-05,40.55,0,45.33
149532,"The infant performance test did not meet the test specification for the Infant Head Uniformity test with High Resolution.  As a result, when the user performs High Resolution head scans, the reconstructed images may exhibit degraded image quality manifested as non-uniformity of the image, CT number shift greater than 5 Hounsfield units, and reduction in gray/white matter differentiation.  The issue is most sever in the High Resolution mode, and the factory reference pediatric scan protocols are set to High Resolution default.  Adults head scans have a factory reference protocol that defaults to standard resolution which doesn't experience the issue.",Low,2016-08-24,46.09,0,48.653999999999996
157860,FDA determined that a 510(k) is needed for the Vault Mapping software (also known as Lens Fitting).,Low,2017-07-27,79.81,0,68.886
166209,"The ABL90 FLEX can aspirate Cal 2 solution instead of rinse solution, when the following take place:
 The analyzer is in ready mode
 Operator lifts the inlet and then closes it again, thereby initiating a rinse
 Immediately after lifts the inlet and quickly closes it again",Low,2018-05-25,40.3,0,45.17999999999999
173478,The incorrect device was packaged in the vial.,Low,2018-08-07,49.65,0,50.79
183236,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,72.92,0,64.75200000000001
189109,"Ultrasound gels and lotions manufactured by Eco-Med Pharmaceutical, Inc. may contain bacterial contamination. On August 18, 2021, FDA published a Letter to Health Care Providers to further address this issue: https://www.fda.gov/medical-devices/letters-health-care-providers/stop-using-all-eco-med-ultrasound-gels-and-lotions-due-risk-bacterial-contamination-letter-health.",Medium,2021-09-07,81.51,1,59.906
195692,"Device label display an incorrect expiration date, extends the shelf life of the product. Affected product  distributed in the United States from 3/25/2018 to 9/28/2020, expiration dates between 2022-11-01 and 2025-09-01 (Devices have a lot number ending in R, or are kits containing at least 1 device with a lot number ending in R.)",Medium,2022-07-29,79.12,0,59.472
202572,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,Medium,2023-07-27,53.46,0,44.076
209943,Certain CADD Medication Cassette Reservoirs may exhibit a weakened weld joint between the medication bag and tubing due to a production equipment malfunction. This could result in a medication leakage.,Medium,2024-06-26,82.73,0,61.638
27445,Reports of broken plug ground pins on AC power cords for patient monitors.,Low,2003-04-30,54.23,0,53.538
35098,Several complaints of pumps exhibiting A47 alarms were received.  Investigation revealed the alarms occurred when the pump attempted to display text that exceeded the maximum display length of the pump screen. The investigation revealed this only occurs when the pump is programmed to display information in Spanish.,Low,2004-09-14,59.52,0,56.712
38862,Stryker was made aware that the short arm of  the bone inserter may fracture during use and potentially result in an adverse health consequence.,Low,2005-04-04,84.79,0,71.874
48344,Tibial punches were not manufactured to specification and could break at the tip during use.,Low,2006-08-29,78.98,0,68.388
55294,Marketed a regulated product without a 510(k).,Low,2007-08-17,90.95,0,75.57
71821,"Some of the labels are glossy, resulting in the bar code being difficult to read by the bar code reader.",Low,2008-06-11,79.46,0,68.67599999999999
84200,Fire/Shock hazard-- A component used in the device may cause sparks/flashes and poses a fire and shock hazard.,Low,2009-08-11,74.1,0,65.46
94382,Tubing packs may contain defective 1/2 inch x 1/2 inch tubing connectors. Leaks at the shank of the connector may result in air aspiration in the venous line.,Low,2010-09-07,45.62,1,47.372
104077,Hospira has received reports of continuous recycling and/or rebooting of Plum A+ infusion pumps when the backlight intensity and/or display contrast settings for the LED display has been adjusted from the original default setting.  This condition could cause a delay in therapy if the clinician is unable to start the device due to the continuous recycling and/or rebooting.,Low,2011-09-16,62.06,0,58.236
112615,"HeartStart XL Defibrillator/Monitor (M4735A) used on a patient when AC power is not in use, with a battery that may fail, the device may shut down unexpectedly without providing the user with a low battery warning message or audible tone.",Low,2012-09-11,55.91,0,54.546
120751,"Siemens determined that if an autosampler rack jam error occurs during operation of an ADVIA 2120/2120i connected to an ADVIA Autoslide, it is possible that the next slide processed by the Autoslide could be labeled with the wrong sample identification information.",Low,2013-08-12,54.64,0,53.784
129616,"Nemschoff Chairs, Inc. is recalling various model of the Serenity Treatment Chair  because of potential elevated temperatures in the seat and back lumbar areas of the chair.",Low,2011-01-18,98.38,0,80.02799999999999
149533,"The infant performance test did not meet the test specification for the Infant Head Uniformity test with High Resolution.  As a result, when the user performs High Resolution head scans, the reconstructed images may exhibit degraded image quality manifested as non-uniformity of the image, CT number shift greater than 5 Hounsfield units, and reduction in gray/white matter differentiation.  The issue is most sever in the High Resolution mode, and the factory reference pediatric scan protocols are set to High Resolution default.  Adults head scans have a factory reference protocol that defaults to standard resolution which doesn't experience the issue.",Low,2016-08-24,63.59,0,59.154
157991,There is a potential to generate falsely-depressed patient results in the cuvettes adjacent to the detached segment post for any assay run on the c4000 instrument.,Low,2015-01-15,93.52,0,77.112
165749,Sterility failure found in one of the units in the lot.,Low,2018-01-11,77.87,1,66.72200000000001
175202,"The affected lots may be packaged in syringes which include an incorrect bung.  The incorrect bung is made of a latex-free isoprene rubber material.  After prolonged storage and exposure to contained solutions, the rubber bung may degrade due to chemical interaction with the bleach solution.",Low,2019-06-27,87.69,0,73.614
183405,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,70.16,0,63.096
188854,The devices malfunction under specific operator workflows.,Medium,2021-09-03,74.61,0,56.766
195693,"Device label display an incorrect expiration date, extends the shelf life of the product. Affected product  distributed in the United States from 3/25/2018 to 9/28/2020, expiration dates between 2022-11-01 and 2025-09-01 (Devices have a lot number ending in R, or are kits containing at least 1 device with a lot number ending in R.)",Medium,2022-07-29,69.55,0,53.73
202573,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,Medium,2023-07-27,51.71,0,43.025999999999996
209944,Certain CADD Medication Cassette Reservoirs may exhibit a weakened weld joint between the medication bag and tubing due to a production equipment malfunction. This could result in a medication leakage.,Medium,2024-06-26,83.35,0,62.01
27322,"Incorrect results, without a data flag, reported if one of the other reagent containers becomes depleted before the R1 reagent is depleted.",Low,2003-05-08,56.85,0,55.11
34918,"GE Healthcare received reports of intermittent low ejection fraction (EF) results for MUGA (multi-gated acquisitions) studies on Millennium VG systems.  This issue can occasionally lead to distortions in the volume curve in some MUGA studies, and result in calculated EF values lower (never higher) than actual values.  A low EF value could lead to a physician decision to stop needed treatment.",Low,2004-09-03,41.46,0,45.876000000000005
40870,"Upon evaluation, the firm found that the fatigue strength of these nails was below the required value as specified in the design specification.",Low,2005-06-24,78.73,0,68.238
48367,The end label on the outer box was mislabeled on 9 of a 10 unit lot. The end label says ''22 mm'' and the implants are actually ''20 mm''. The main label on the cardboard box applied by the contract packager is correct in identifying the product as ''20 mm''.,Low,2006-02-27,50.63,0,51.378
55299,Complaints received of rust on the blades of BD Bard-Parker Surgical blades.,Low,2007-08-10,96.43,0,78.858
71822,"Some of the labels are glossy, resulting in the bar code being difficult to read by the bar code reader.",Low,2008-06-11,97.24,0,79.344
84763,Fire/Shock hazard-- A component used in the device may cause sparks/flashes and poses a fire and shock hazard.,Low,2009-08-11,94.89,0,77.934
93207,"When a patient is selected in the patient list and examination tab pressed with background query running at the same time, the wrong patient may be selected.",Low,2008-08-15,62.21,0,58.326
104047,"On 09/18/2011, Biomet Microfixation, Jacksonville, FL, recalled their SP-2411, Rubber Band, Lot 307850 because it was labeled and sold as ""LATEX FREE"" although it contains ""LATEX"". The firm's HHE identified this as a potential high health risk to the patients or end users with latex allergies.",Low,2011-08-18,40.93,0,45.558
112399,"Baxter has determined that the ball-valve feature of the Buretrol Solution Sets may not function as expected, allowing air to flow past the valve and into the tubing at the completion of dose within the burette.",Low,2012-09-07,95.7,0,78.42
121932,"GE Healthcare has recently become aware of a potential safety issue involving the spotfilm device power assist handle.

There is a potential for the internal bolts on the power assist handle to be loose or to loosen and/or fall out. This issue, if present, can result in a loss of calibration and offset of the power assist handle and/or, under extreme condition, sticking of the handle in the ON p",Low,2013-08-30,65.69,0,60.413999999999994
130146,The affected lots could have NBF concentrations that are lower or higher than the desired specifications.,Low,2014-09-17,98.0,0,79.8
149535,"The infant performance test did not meet the test specification for the Infant Head Uniformity test with High Resolution.  As a result, when the user performs High Resolution head scans, the reconstructed images may exhibit degraded image quality manifested as non-uniformity of the image, CT number shift greater than 5 Hounsfield units, and reduction in gray/white matter differentiation.  The issue is most sever in the High Resolution mode, and the factory reference pediatric scan protocols are set to High Resolution default.  Adults head scans have a factory reference protocol that defaults to standard resolution which doesn't experience the issue.",Low,2016-08-24,97.82,0,79.692
158813,"During an examination images were displayed on the live monitor,but the images were not displayed on the system monitor nor were they saved to the hard disk.",Low,2017-09-12,91.18,0,75.708
167190,The Equinoxe Reverse Drill Bit Kits may contain two 2mm diameter drill bits instead of one 2mm diameter drill bit and one 3.2mm diameter drill bit as intended.,Medium,2018-08-21,57.67,0,46.602
175272,"The affected lots may be packaged in syringes which include an incorrect bung.  The incorrect bung is made of a latex-free isoprene rubber material.  After prolonged storage and exposure to contained solutions, the rubber bung may degrade due to chemical interaction with the bleach solution.",Low,2019-06-27,63.11,0,58.866
183406,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,91.07,0,75.642
189064,A software anomaly exists in the Centricity Universal Viewer study management feature in which study changes are not propagated to either the Centricity Enterprise Archive (EA) or another Vendor Neutral Archive (VNA).,Low,2021-08-12,59.02,0,56.412
195694,"Device label display an incorrect expiration date, extends the shelf life of the product. Affected product  distributed in the United States from 3/25/2018 to 9/28/2020, expiration dates between 2022-11-01 and 2025-09-01 (Devices have a lot number ending in R, or are kits containing at least 1 device with a lot number ending in R.)",Medium,2022-07-29,50.17,0,42.102000000000004
202574,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,Medium,2023-07-27,73.41,0,56.046
209945,Certain CADD Medication Cassette Reservoirs may exhibit a weakened weld joint between the medication bag and tubing due to a production equipment malfunction. This could result in a medication leakage.,Medium,2024-06-26,96.17,0,69.702
27422,Instructions for use contained incorrect sensor reference.,Low,2000-11-16,81.76,0,70.05600000000001
33962,Mislabeled as to size; 1.55 mm pins are labeled as 2mm.,Low,2004-07-07,74.2,0,65.52000000000001
41024,Did not meet specifications.,Low,2005-08-03,45.83,0,48.498
50795,"A potential anomaly was identified on the CT subsytem, which could result in the radiation dose being different than the calculated dose reported to the operator.",Low,2006-11-06,76.9,0,67.14
55336,Complaints received of rust on the blades of BD Bard-Parker Surgical blades.,Low,2007-08-10,99.4,0,80.64
72501,Potential for tubing fracture near the tip of the catheter.,Low,2008-06-23,48.41,0,50.04599999999999
84764,Fire/Shock hazard-- A component used in the device may cause sparks/flashes and poses a fire and shock hazard.,Low,2009-08-11,71.1,0,63.66
92444,Firm discovered that some of their straight broach handles are experiencing early failure due to a weakened handle locking mechanism (Leaf Spring).,Low,2010-06-15,92.64,1,75.584
104065,Post-operative kits 57 mm may contain 70 mm pouches.,Low,2011-06-22,84.45,0,71.67
112401,"Baxter has determined that the ball-valve feature of the Buretrol Solution Sets may not function as expected, allowing air to flow past the valve and into the tubing at the completion of dose within the burette.",Low,2012-09-07,81.82,0,70.09199999999998
121957,There are artifacts appearing on the Tracker images during threshold-triggered bolus scans with protocols using a Rotation Time of 0.4 seconds.,Low,2013-08-30,82.15,0,70.28999999999999
130167,The affected lots could have NBF concentrations that are lower or higher than the desired specifications.,Low,2014-09-17,61.57,0,57.942
139351,"If two specific operations are performed in multi-phase helical scanning, the acquired raw data may not be saved.",Low,2015-05-08,57.62,0,55.571999999999996
149426,Siemens became aware of a potential issue with the patient table for Ysio Max and Multix Fusion systems.  There is an unlikely risk that an internal part of the table may detach causing the table top to tilt to the left side which could result in an injury to a patient on the table.,Low,2016-08-01,88.56,1,73.136
158653,"During internal cycle testing of A-Series lifts Handicare has found that the A-Series lift strap for lifts manufactured between April 25, 2017 and June 12, 2017 may wear prematurely at max load (625 lbs). We have identified the root cause as a supplied component that was not to specification. If the strap wears during use there is a potential risk for the person being supported by the lift to drop.",Low,2017-09-08,88.61,0,74.166
166988,Potential for product sterility breach due to a compromised or pinched seal defect,Low,2018-08-01,92.02,1,75.21199999999999
175276,"The affected lots may be packaged in syringes which include an incorrect bung.  The incorrect bung is made of a latex-free isoprene rubber material.  After prolonged storage and exposure to contained solutions, the rubber bung may degrade due to chemical interaction with the bleach solution.",Low,2019-06-27,94.79,0,77.874
183407,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,70.68,0,63.408
189019,"Some devices are outside tolerances and showed a maximal deviation of 2 degrees in the orientation between the peek head and titanium base, and an incongruence between the size engraved on the peek has been identified. Deviations may delay the final restoration.",Low,2021-07-26,70.09,0,63.054
195740,"Device label display an incorrect expiration date, extends the shelf life of the product. Affected product  distributed in the United States from 3/25/2018 to 9/28/2020, expiration dates between 2022-11-01 and 2025-09-01 (Devices have a lot number ending in R, or are kits containing at least 1 device with a lot number ending in R.)",Medium,2022-07-29,87.9,0,64.74000000000001
202575,Stryker Neurovascular has observed that certain lots of Guider Softip XF Guide Catheters appear to have the incorrect tip curve shape. The impacted products were distributed with a tip curve shape which differs from the labeled tip curve shape.,Medium,2023-07-27,79.0,0,59.4
209946,Certain CADD Medication Cassette Reservoirs may exhibit a weakened weld joint between the medication bag and tubing due to a production equipment malfunction. This could result in a medication leakage.,Medium,2024-06-26,82.12,0,61.272
27423,Instructions for use contained incorrect sensor reference.,Low,2000-11-16,87.75,0,73.65
34911,Mouse anti-TTF-1 had become contaminated by immunoglobulins from mouse serum that was co-eluted during purification leading to false readings.,Low,2004-04-06,93.4,0,77.03999999999999
42322,Did not meet specifications.,Low,2005-08-03,60.28,0,57.168
50798,"A potential anomaly was identified on the CT subsytem, which could result in the radiation dose being different than the calculated dose reported to the operator.",Low,2006-11-06,62.53,0,58.518
55355,Plates manufactured without vancomycin.  Possibility for false resistant results.,Low,2007-04-23,45.64,0,48.384
72537,"Docking screw/nut  failure, which may result in a treatment head dropping, potentially impacting the patient.",Low,2008-06-20,74.7,1,64.82
84765,Fire/Shock hazard-- A component used in the device may cause sparks/flashes and poses a fire and shock hazard.,Low,2009-08-11,42.16,0,46.29599999999999
74722,"Stryker Orthopaedics became aware that a box labeled as Duracon Total Knee Distal Femoral Locking Screws for 5 mm spacer, may actually contain a 10 mm screw.",Low,2006-10-05,67.94,0,61.763999999999996
104054,It is possible to load different patients in the record and verify (R&V) system and in the multilead control software (MCS).,Low,2011-05-25,72.56,0,64.536
112403,"Baxter has determined that the ball-valve feature of the Buretrol Solution Sets may not function as expected, allowing air to flow past the valve and into the tubing at the completion of dose within the burette.",Low,2012-09-07,57.19,0,55.314
121016,A post market safety review following several customer complaints indicated additional clarification was necessary in the Midfoot Fusion Bolt Technique Guide to reduce potential for bolt back-out or migration by emphasizing the need for supplemental fixation.,Low,2013-03-08,75.45,0,66.27000000000001
130169,The affected lots could have NBF concentrations that are lower or higher than the desired specifications.,Low,2014-09-17,41.83,0,46.098
139352,"If two specific operations are performed in multi-phase helical scanning, the acquired raw data may not be saved.",Low,2015-05-08,42.24,0,46.344
149427,Siemens became aware of a potential issue with the patient table for Ysio Max and Multix Fusion systems.  There is an unlikely risk that an internal part of the table may detach causing the table top to tilt to the left side which could result in an injury to a patient on the table.,Low,2016-08-01,89.36,1,73.616
158744,"A limited amount of Carina mobile lifts have been delivered with a too small locking pin. If a locking pin
smaller than the correct size is mounted on the Carina mobile lift, the locking pin is likely to cause
increased wear on the plastic bushings. In case of continued use, these components may cause wear on the metal of the piston rod eye.",Low,2016-07-28,61.61,0,57.966
166989,Potential for product sterility breach due to a compromised or pinched seal defect,Low,2018-08-01,47.62,1,48.572
175277,"The affected lots may be packaged in syringes which include an incorrect bung.  The incorrect bung is made of a latex-free isoprene rubber material.  After prolonged storage and exposure to contained solutions, the rubber bung may degrade due to chemical interaction with the bleach solution.",Low,2019-06-27,71.33,0,63.797999999999995
183408,"The surgical suture is non-sterile. Use could compromise the sterile field, increase risk of a surgical site infection, and increase break strength retention.",Low,2020-08-03,86.2,0,72.72
189020,"Some devices are outside tolerances and showed a maximal deviation of 2 degrees in the orientation between the peek head and titanium base, and an incongruence between the size engraved on the peek has been identified. Deviations may delay the final restoration.",Low,2021-07-26,52.95,0,52.769999999999996
